seqnames,start,end,width,strand,Conc,Conc_YAF,Conc_GFP,Fold,p.value,FDR,YAF_1,YAF_2,YAF_3,GFP_1,GFP_2,GFP_3
3,150232950,150238596,5647,*,7.25570186886975,7.8534721816062,6.21658174205575,1.58104366023189,4.5050733112814396e-20,1.97946778015918e-17,227.2,231.67,234.96,70.06,93.1,59.93
11,122099254,122107447,8194,*,8.08345737710286,8.63104726087168,7.19009544733316,1.37503882555486,5.05042928437567e-20,2.1606933766561502e-17,382.11,396.5,410.78,151.65,133.51,152.93
10,94298568,94300787,2220,*,6.48672133571426,7.17590707857201,5.11946141937263,1.88344125316033,5.14104874184983e-20,2.1606933766561502e-17,149.75,134.24,149.81,37.43,36.89,29.97
6,17863465,17868196,4732,*,7.01212509703034,7.64069453778123,5.872790128244,1.68528410781563,5.576717811849479e-20,2.29392947779758e-17,206.54,186.36,205.79,44.15,73.78,57.86
3,69081673,69088641,6969,*,7.16267439056888,7.76966631092752,6.09449294538423,1.62240853828733,5.90313888356909e-20,2.33951255826369e-17,206.54,226.57,221.56,52.79,86.08,66.13
6,56713036,56716736,3701,*,6.63337413647015,7.30990481265353,5.31759454495407,1.81613356018591,5.929556476228249e-20,2.33951255826369e-17,165.24,140.47,170.31,39.35,36.89,43.4
1,2998112,3006230,8119,*,8.23734543438771,7.0423619181136,8.88185570823977,-1.67663829263194,6.68655071215668e-20,2.5854216983625e-17,92.95,149.54,152.96,499.09,365.39,550.75
6,11227265,11234570,7306,*,7.63829313993583,8.20158962005918,6.70140479183688,1.44215575132141,7.55079047032095e-20,2.86234180711206e-17,278.84,282.65,321.69,97.9,108.91,105.4
1,58752917,58757673,4757,*,7.24688795712692,7.84490991017109,6.20698496142532,1.56915998543244,7.79309752081216e-20,2.89738373788195e-17,206.54,249.8,233.38,62.39,75.54,83.7
5,169976627,169981168,4542,*,7.37862627485942,7.96907939085775,6.36202792723616,1.55663089720249,1.0585611509674399e-19,3.86135145880254e-17,219.45,245.26,287,76.78,96.62,73.36
9,112028242,112030552,2311,*,6.0649198708986,6.82057384923469,4.38270194305551,2.21624335799529,1.3027197894460998e-19,4.6639780906225e-17,98.11,127.45,113.54,22.08,28.11,12.4
1,113657235,113660687,3453,*,6.66212456879064,7.33184901412253,5.37311155144179,1.78766924275395,1.3496306540417299e-19,4.7440744426525e-17,175.56,142.17,165.57,37.43,40.4,46.5
11,96278121,96281462,3342,*,6.35264883178105,7.05086853086646,4.94719213404293,1.9487010070301,2.09264864688715e-19,7.2244957661195306e-17,123.93,124.05,149.81,28.79,36.89,26.87
5,68330665,68338442,7778,*,7.85121708692032,8.41261753437841,6.91967876109342,1.43373776661563,2.2561194791476096e-19,7.65220313865976e-17,317.56,326.26,378.46,129.57,128.24,105.4
X,150143524,150151011,7488,*,7.75828616061422,8.30690892969848,6.86211621292115,1.39930684961008,2.3170734850413796e-19,7.6901746540025706e-17,286.58,322.87,340.61,111.34,122.97,114.7
1,2978274,2985664,7391,*,8.15821964112961,6.9932260652733,8.79423748133942,-1.64383024404412,2.3468696249219e-19,7.6901746540025706e-17,95.53,159.73,126.94,485.65,346.06,500.12
6,106084256,106092210,7955,*,7.66279027294272,8.27200366327171,6.58749139906802,1.55391842311888,2.79277372652271e-19,8.998782409143931e-17,304.65,282.08,340.61,113.26,66.75,108.5
3,146159811,146167651,7841,*,7.47158620323088,8.03478350941712,6.53497836041098,1.44058134451018,3.24017343477026e-19,1.02692250843301e-16,255.6,266.22,264.92,80.62,98.37,99.2
7,129843452,129848543,5092,*,7.13765956797462,7.73981195217185,6.08482573640997,1.57432707219669,3.3090363624617095e-19,1.03183225799149e-16,227.2,198.82,215.25,65.27,82.56,55.8
20,11207576,11210304,2729,*,6.59757388926132,7.28318458205515,5.24509041899418,1.85620842487592,5.44554840418434e-19,1.67109186187454e-16,172.98,134.24,160.06,26.87,40.4,46.5
5,180607894,180615190,7297,*,8.50061677443113,7.378079075626,9.12421657517081,-1.61046146303818,5.62793157634571e-19,1.70007501821081e-16,131.67,189.19,178.19,626.74,418.09,629.28
9,115114490,115119382,4893,*,7.24320883511016,7.83424117792877,6.22484456224424,1.53424238639976,6.38045682467312e-19,1.87297270994685e-16,242.69,210.15,231.8,61.43,89.59,73.36
9,4136245,4138487,2243,*,6.18233465743035,6.91237334152067,4.63151644029517,2.05212433432766,6.394051562431689e-19,1.87297270994685e-16,136.84,107.06,117.48,22.08,31.62,20.67
17,28732847,28735851,3005,*,7.64792503730952,6.67784974924492,8.22277309171716,-1.4271622568834,7.124281675959499e-19,2.05572742748246e-16,82.62,107.06,117.48,290.82,275.8,329.62
2,160203572,160211298,7727,*,7.83061771611095,8.37496080649654,6.94603415518575,1.37249552188311,7.387174765085079e-19,2.1002389666675e-16,312.4,346.09,337.46,112.3,121.21,136.4
7,134777678,134783716,6039,*,7.32555387633229,7.90604494998037,6.33888560277559,1.51883924474117,8.495469119281129e-19,2.38033194902988e-16,198.8,246.4,274.38,76.78,89.59,76.46
11,431686,435422,3737,*,7.71940290174627,6.7806988056754,8.28334071715171,-1.45816508468769,9.42232917839912e-19,2.58749281576912e-16,118.76,99.13,111.96,350.32,254.72,329.62
11,19760063,19783124,23062,*,9.52743401131056,8.6200962324572,10.0801376120682,-1.37882873132663,9.50250814253387e-19,2.58749281576912e-16,338.22,432.19,410,1070.17,1059.27,1118.03
5,14177070,14179838,2769,*,6.70960590430621,7.37244066085819,5.44706636469304,1.74975154732015,9.74661465367216e-19,2.61710140415894e-16,191.05,140.47,165.57,38.39,43.92,48.57
6,150722678,150726271,3594,*,7.43278731615554,8.03310767304732,6.3857077557757,1.58607553760832,1.02724295183051e-18,2.72050520379989e-16,260.76,247.53,277.54,58.55,110.67,81.63
10,59359312,59363588,4277,*,7.16877209967029,7.75134855227865,6.17590665752957,1.51124665494287,1.1181358822644599e-18,2.92120554213769e-16,214.29,205.05,227.07,63.35,84.32,69.23
20,53898416,53902518,4103,*,7.12481576308125,7.74745363003903,6.00550028347365,1.59308864262125,1.1665066634693299e-18,3.00694310998034e-16,253.02,179.56,212.09,67.19,61.48,64.06
2,68971126,68974657,3532,*,6.86423182125915,7.48769163644306,5.74216361775728,1.63030372350371,1.2402677136967798e-18,3.1550125932763e-16,188.47,159.17,190.81,49.91,57.97,52.7
17,17369564,17390209,20646,*,10.1878031224681,9.27467153047062,10.7426069216142,-1.39320819804471,1.3104877388163e-18,3.25926418771617e-16,562.83,644.03,651.26,1767.94,1584.52,1787.61
1,2853681,2872113,18433,*,9.29889721384466,8.11495511289235,9.94030713242059,-1.68309820971183,1.31496718896116e-18,3.25926418771617e-16,232.36,333.63,265.71,1056.73,727.26,1163.5
5,35855375,35861248,5874,*,7.00783872018254,7.63048590115883,5.88849208588769,1.64935946957191,1.5715712357100599e-18,3.84597299999779e-16,201.38,173.89,219.19,59.51,73.78,44.43
9,85423699,85434238,10540,*,8.72377257444107,7.90449469301501,9.24308747715051,-1.27576183128038,1.6026759608299398e-18,3.87306679384065e-16,227.2,246.4,245.21,618.11,620.1,579.68
17,59753236,59756880,3645,*,6.36505432206904,7.08520116470226,4.86136449781877,2.0165996155048,2.6377899539402797e-18,6.289794045161301e-16,154.91,104.22,148.23,23.03,40.4,23.77
9,4296415,4303198,6784,*,7.71054904897722,8.24654629603936,6.84819928445211,1.34975739927007,2.66778622926202e-18,6.289794045161301e-16,278.84,305.87,326.42,113.26,117.7,114.7
1,59676299,59679364,3066,*,6.66703544659372,7.32318941554634,5.42959366023367,1.74415261532666,2.7354428806618297e-18,6.37160448335363e-16,167.82,143.87,168.73,50.87,47.43,31
7,130908868,130927342,18475,*,9.08558149518796,9.60316892654823,8.27066325840966,1.28439382241913,2.90095900946967e-18,6.67669530119966e-16,751.31,781.67,800.28,296.58,330.25,299.66
3,197308632,197312551,3920,*,7.17851589296565,7.78978475943339,6.09659016153509,1.59428930799593,2.98145918162277e-18,6.781241218625049e-16,250.44,186.36,227.07,62.39,86.08,56.83
15,43910258,43914854,4597,*,7.47525615088508,8.05087675924837,6.50292427115179,1.48142436192354,3.0523376899862002e-18,6.86172611168641e-16,227.2,275.85,292.52,76.78,87.83,107.46
3,159819764,159825633,5870,*,6.99764875692378,7.59431591216547,5.96195401152718,1.55242595920087,3.36957668795855e-18,7.48781909290836e-16,203.96,181.82,193.96,55.67,75.54,55.8
3,171189705,171193179,3475,*,7.05782063427369,7.68735819480331,5.91518376511646,1.67677970449491,3.56880091265944e-18,7.8404122777778395e-16,224.62,172.19,221.56,49.91,82.56,48.57
11,102551199,102554304,3106,*,6.75043792912992,7.36910203056793,5.64433523037865,1.65806322742061,3.74482565903668e-18,8.13468701866922e-16,154.91,173.89,167.15,40.31,63.24,46.5
6,158407503,158409784,2282,*,6.52783405325923,7.18923215158223,5.27073844961543,1.73590730669372,4.04795597873574e-18,8.695459215210901e-16,157.49,133.68,146.65,39.35,35.13,41.33
7,116315413,116317738,2326,*,6.18906114409779,6.9193123315541,4.63720978586949,2.03809844072246,4.22063365230295e-18,8.96675938461241e-16,142,99.69,121.42,18.24,31.62,24.8
2,101751005,101753211,2207,*,6.85288907356901,7.48012819800292,5.71807543525676,1.64915183826331,4.26915158371846e-18,8.97125082261185e-16,180.73,154.64,200.27,44.15,57.97,55.8
7,102872011,102877080,5070,*,7.05875967728349,7.6648054749239,5.99359559999769,1.57880817394697,4.43003485798589e-18,9.20923267843454e-16,188.47,186.92,233.38,52.79,65,73.36
1,117090215,117099239,9025,*,8.15380528780915,8.69529612161975,7.27687340927626,1.37869185800512,4.5623230314930795e-18,9.38333948594209e-16,356.29,437.85,449.42,141.09,177.42,146.73
7,94299072,94302338,3267,*,6.41866447444654,7.08443072451352,5.14493548447669,1.78101749016019,4.7680895936395295e-18,9.66411780593067e-16,134.25,132.54,140.34,30.71,35.13,40.3
3,159828598,159831303,2706,*,5.67218509599821,6.48529521226909,3.63124277923933,2.37489842264254,4.79881709703277e-18,9.66411780593067e-16,95.53,81,92.25,12.48,12.3,12.4
1,12453420,12458946,5527,*,7.57129160317155,8.1276243068514,6.65392220789053,1.42569903030877,4.8924448572075494e-18,9.75109653859727e-16,242.69,303.04,293.3,108.46,108.91,84.73
19,48110465,48140155,29691,*,9.9386870802612,8.93037809606976,10.5264086420003,-1.49479388091365,5.21313502037385e-18,1.02842387090702e-15,410.51,565.86,487.26,1519.35,1284.13,1621.25
15,55915495,55918358,2864,*,6.38146830000169,7.06409506486829,5.04117558392165,1.87829834136055,5.61431459905405e-18,1.0963792337728502e-15,129.09,117.82,154.54,29.75,42.16,26.87
11,403027,410568,7542,*,8.09208101751648,6.79860630527354,8.76295102148636,-1.7717401192294,6.29480866061679e-18,1.2169753583570401e-15,85.2,129.71,119.06,467.42,275.8,560.05
6,56539592,56544751,5160,*,7.18623701384414,7.77711315294154,6.16834925183191,1.49308149711349,6.8358659618487796e-18,1.3084930360437901e-15,219.45,196.55,242.05,76.78,61.48,77.5
7,94642843,94645165,2323,*,6.14421183471408,6.90328937286585,4.44330101857986,2.18272557783078,6.940272552805249e-18,1.3154538163076902e-15,142,87.8,129.31,15.36,33.38,16.53
3,197302375,197304092,1718,*,6.37780175554847,7.08437689973235,4.9358717010411,1.91027348932427,7.61478547607454e-18,1.4164019881438702e-15,170.4,112.15,124.58,28.79,35.13,27.9
9,693266,697118,3853,*,7.34187344650991,7.89470890698228,6.43417283794871,1.39684227405817,7.61939723617455e-18,1.4164019881438702e-15,219.45,239.03,255.46,88.3,84.32,86.8
1,116535292,116540810,5519,*,7.78510963155737,8.33267458317006,6.89181539040069,1.38155721521665,7.91672583373296e-18,1.4576577194624701e-15,317.56,301.91,347.71,98.86,128.24,129.16
1,2965827,2976535,10709,*,8.4183914343565,7.35781086706083,9.02299504690157,-1.54026438079823,8.437132981964101e-18,1.5388216220784102e-15,136.84,195.98,159.27,564.36,397.01,599.31
19,421636,431134,9499,*,8.46224878020339,7.31945616606227,9.09183193456588,-1.60772458185584,8.55742860360001e-18,1.54617539433083e-15,103.27,183.52,192.38,604.67,439.17,593.11
7,32161259,32165031,3773,*,6.95900764462942,7.57148509573024,5.87316674421398,1.6074315728921,1.05638137444791e-17,1.89102047335198e-15,211.71,170.5,188.44,48.95,77.29,49.6
9,3968823,3972519,3697,*,6.84201128064203,7.45100943565001,5.76740402393228,1.61030294926202,1.1523370791060401e-17,2.0438653899410203e-15,180.73,173.89,170.31,47.99,72.02,43.4
3,181627858,181633164,5307,*,7.1991488185881,7.77689470291215,6.22058457050993,1.48994283042271,1.20425573924412e-17,2.11653420061877e-15,219.45,198.82,239.69,70.06,89.59,64.06
3,173743311,173746795,3485,*,6.10688742043906,6.81725219550147,4.64803439481096,1.96821848010795,1.25884587250957e-17,2.19254659938987e-15,98.11,109.32,130.88,23.03,26.35,25.83
5,9346628,9351944,5317,*,7.04377913351684,7.6390374188028,6.01244344460202,1.52300992690255,1.2863392617717601e-17,2.2204282989137003e-15,180.73,188.62,228.65,67.19,56.21,70.26
9,107385994,107408000,22007,*,9.4137600105987609,8.58235889044314,9.93784055216666,-1.28539881567675,1.50439869125359e-17,2.57385308831909e-15,343.38,404.43,402.11,974.19,1008.33,959.94
17,9368547,9372448,3902,*,7.29281256747093,7.90030965051728,6.22301666071887,1.5930874615173,1.55263263204948e-17,2.6330742697730404e-15,253.02,212.98,250.73,48.95,96.62,78.53
7,116268816,116272788,3973,*,6.43041446247769,7.10377133287069,5.12719390355483,1.79283995707785,1.5925385652925e-17,2.6772650506782503e-15,160.07,124.05,128.52,35.51,40.4,28.93
1,116358902,116360906,2005,*,6.46983792234187,7.13037313430657,5.21599961689261,1.74272746960087,2.0944126281326e-17,3.4906275292834103e-15,152.33,122.92,145.08,33.59,38.65,39.27
3,98893768,98896206,2439,*,6.24437241670061,6.9187757216779,4.93702613989503,1.82736116872967,2.28150257389726e-17,3.76993925309024e-15,118.76,121.22,123,27.83,35.13,28.93
8,76403176,76406676,3501,*,6.74492982164291,7.40474003545102,5.49382112696519,1.78541462298617,2.39399637484515e-17,3.9222993148204505e-15,193.64,140.47,174.25,37.43,66.75,31
10,77290612,77294713,4102,*,7.25964617474916,7.84036663436217,6.2722979688875,1.4479551808303,2.4986725831592602e-17,4.0593980714468806e-15,265.93,201.65,219.98,76.78,75.54,79.56
11,35288290,35291241,2952,*,5.77134521605275,6.54181891127971,4.00606830284733,2.18471327343658,2.79549793926573e-17,4.5037801383187e-15,95.53,87.8,96.19,18.24,17.57,12.4
6,134908265,134911985,3721,*,6.78995293813124,7.4165312900583,5.65737825916196,1.60171692001889,3.0287644739386704e-17,4.83926475823606e-15,175.56,150.1,186.86,57.59,42.16,51.66
21,15220704,15223250,2547,*,6.07643779207919,6.7782037084207,4.65563930459025,1.9468394529479,3.08547342050604e-17,4.8894637408724e-15,105.85,109.89,113.54,19.2,31.62,24.8
1,218583999,218587903,3905,*,6.73388525152059,7.35978604830141,5.6036017335059,1.6173690301048,3.56899538622773e-17,5.57013173176223e-15,180.73,143.31,168.73,42.23,50.94,52.7
6,105321827,105328200,6374,*,7.59711299118686,8.13163977886744,6.73863218144476,1.33816396242421,3.57262884569656e-17,5.57013173176223e-15,273.67,277.55,290.15,91.18,112.43,116.76
2,174835159,174837448,2290,*,5.85250616029889,6.6170598110131,4.12108754082718,2.18072864004715,4.0960542999748e-17,6.335121422513031e-15,113.6,95.73,85.15,17.28,24.59,10.33
3,190074906,190078058,3153,*,6.3144812183936,7.02384803192583,4.86010830328329,1.95390692197894,4.14725496491281e-17,6.36340319338566e-15,121.35,112.15,156.9,17.28,31.62,38.23
4,76194363,76201333,6971,*,7.81750748114975,8.3305923950154,7.0138665035576,1.26976258526822,4.4837992676606903e-17,6.8256134835971705e-15,317.56,333.63,314.59,126.69,137.02,124
22,50008347,50019869,11523,*,8.9089959012177,7.85029705809896,9.51300568912378,-1.53425502781535,4.7101502950372503e-17,7.11416684796525e-15,180.73,271.89,239.69,819.66,562.13,810.11
1,119984714,119989047,4334,*,6.9142140724508,7.5130324975822,5.87182949578731,1.57054475952665,4.8889637578931304e-17,7.32700281638356e-15,193.64,176.16,178.19,47.03,79.05,49.6
8,18977986,18981773,3788,*,6.59706316692405,7.24710029758895,5.38212458152752,1.73555597280984,5.31378220320526e-17,7.90241164112056e-15,165.24,139.91,150.59,25.91,52.7,46.5
20,38107949,38111422,3474,*,7.27657665728956,7.84163322082817,6.3346977436055,1.40940700187553,5.5125027029348504e-17,8.109834077013e-15,219.45,220.34,248.36,94.06,68.51,79.56
5,143399024,143402187,3164,*,6.68730262046274,7.31859250630996,5.53866426007535,1.64299281256522,5.55288998827138e-17,8.109834077013e-15,170.4,134.24,174.25,45.11,50.94,43.4
8,66559301,66562317,3017,*,6.40447666227845,7.07354047871006,5.11802878283813,1.7440285019556,5.57910273750959e-17,8.109834077013e-15,152.33,120.08,131.67,37.43,31.62,35.13
7,116774253,116778821,4569,*,6.47438727865847,7.13218078956747,5.23083723227578,1.72859780335195,5.95290717631434e-17,8.58862346564815e-15,160.07,121.22,139.56,37.43,42.16,33.07
3,58047835,58053027,5193,*,7.15990064773128,7.71519619028487,6.2454078931363,1.4070444112916,7.58116665303971e-17,1.0856792215053101e-14,206.54,199.95,223.92,71.98,84.32,71.3
9,4144186,4149605,5420,*,6.90733162057156,7.54153816936372,5.74863204132722,1.6520577526988,7.732269901101121e-17,1.09917627939697e-14,234.94,163.13,160.84,43.19,68.51,49.6
1,3380026,3386196,6171,*,7.94700244261516,6.87921358485439,8.55387141070415,-1.53511221214517,7.836125006173791e-17,1.10580879375444e-14,95.53,143.31,114.33,415.59,275.8,436.05
4,48908119,48911042,2924,*,6.63645742449135,7.25185227042906,5.54110807818633,1.62636383824847,8.01386838141511e-17,1.1226965030282501e-14,123.93,161.43,171.88,46.07,49.19,44.43
16,65966391,65969060,2670,*,6.99005814411228,7.57132399089747,6.00109161127385,1.4663627481432,8.385781683645231e-17,1.1663476064022501e-14,191.05,186.36,193.17,74.86,61.48,55.8
5,35128900,35132140,3241,*,7.03101838777673,7.59927227550245,6.08001361746315,1.42440487957546,9.16737918225045e-17,1.26594958378891e-14,201.38,194.29,186.07,70.06,66.75,66.13
7,66281162,66284119,2958,*,6.6961361548136,7.32636618844946,5.55113150678213,1.65113785218188,9.55203265274283e-17,1.30971239202466e-14,170.4,133.68,177.4,44.15,56.21,40.3
1,3438604,3445691,7088,*,8.46890597018663,7.58353155644291,9.01354267856042,-1.33273899467775,9.766221045715461e-17,1.3296503625128e-14,160.07,227.71,187.65,535.56,467.27,547.65
4,1487299,1496806,9508,*,8.53167499676591,7.50869336711096,9.12421740122418,-1.47947224508147,1.0337075209184899e-16,1.39752919593826e-14,131.67,225.44,189.23,576.83,469.03,628.25
15,60379499,60384019,4521,*,7.12056645154002,7.69800302839424,6.14291149472257,1.48551627131263,1.08240213332465e-16,1.45320003080316e-14,219.45,201.65,201.84,51.83,87.83,72.33
18,9949787,9953413,3627,*,6.48132591026189,7.15861075674423,5.16254176313177,1.75978279002464,1.09225444057244e-16,1.4563141447991e-14,136.84,128.58,163.21,46.07,21.08,40.3
6,145147480,145149338,1859,*,6.24280479002866,6.91914955340483,4.92776465934069,1.81826203138812,1.17640311229361e-16,1.5577672171214e-14,121.35,119.52,122.21,35.51,35.13,20.67
9,77015338,77021183,5846,*,7.75248800806723,6.86974094027166,8.29614841602657,-1.31811586648799,1.21206748166371e-16,1.5940748723132302e-14,95.53,133.11,122.21,329.21,281.07,332.72
