"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032970","regulation of actin filament-based process","64/1386","406/18903",4.52783221944476e-09,2.37917002076279e-06,1.9380855040743e-06,"6711/4233/8829/10602/136319/27067/22836/399/4853/11214/7114/2824/817/5295/9037/10788/9886/961/4739/342184/25/55604/23189/9723/10565/54828/83700/3759/27302/5921/23332/2150/5581/29766/59/5142/5144/22998/4916/51429/4627/2258/4070/7010/3690/2909/4088/122786/9353/51571/80206/7168/55243/2475/10458/114822/50944/85358/1020/5345/23580/7481/246/256949",64
"GO:0048732","gland development","66/1386","441/18903",2.13007735811474e-08,9.70374975570176e-06,7.90473004138663e-06,"10512/84159/4233/374/8829/2908/4124/2737/8626/4853/3725/3371/6658/4781/4763/9076/25/5618/7052/367/5270/4478/7042/2146/3569/23705/3720/2131/657/23213/9821/57142/7849/7128/7490/79810/2909/4088/79971/171023/5087/1956/51733/1435/9095/5605/6531/4041/9368/2194/7477/1482/6469/23513/3625/7481/353/7473/5626/8022/326/1396/3249/6899/1050/2516",66
"GO:0032535","regulation of cellular component size","58/1386","367/18903",2.18250427031354e-08,9.70374975570176e-06,7.90473004138663e-06,"10512/6711/8829/10602/136319/3575/7114/8301/9037/57609/3778/342184/25/55604/23499/23189/4131/9723/4897/10565/22902/4478/5048/5921/57698/2150/5581/29766/196527/6558/51429/9821/2258/8766/57142/84561/2909/10371/9353/627/51571/80206/9175/55243/2475/23108/10458/9368/7477/85358/5979/54910/1020/23580/7473/246/256949/11194",58
"GO:0060348","bone development","42/1386","233/18903",4.72695880740959e-08,1.95155870763053e-05,1.58975088312354e-05,"860/302/29887/80263/2737/10234/4853/11214/344901/2697/27086/5788/5305/7052/3694/5915/51360/3791/5048/56603/4664/2200/2131/23213/2033/4921/54796/171023/8840/2734/202151/22856/11173/5447/4880/4041/124565/161882/6497/6261/5636/147111",42
"GO:0051056","regulation of small GTPase mediated signal transduction","50/1386","305/18903",6.27326524334927e-08,2.41729820710392e-05,1.96914494270184e-05,"1123/7204/51196/57568/4233/8829/23092/9448/57480/4853/11214/5516/9743/4763/25/7052/23268/23189/23365/79109/10565/1794/64283/26230/57584/7042/5921/2150/3688/9411/2909/157285/26053/9353/4983/51571/1435/2859/29/23108/23263/201176/221002/64787/23526/57449/64423/84033/9922/221938",50
"GO:0001952","regulation of cell-matrix adhesion","28/1386","125/18903",7.91848732558181e-08,2.86055354636643e-05,2.33022327679786e-05,"7402/8829/9448/1021/2824/5295/56477/4763/342184/25/23499/7414/5747/9723/54828/3791/5921/23332/948/22998/7010/23603/3690/4088/1435/5590/2523/100126351",28
"GO:0007160","cell-matrix adhesion","42/1386","238/18903",8.78511891127903e-08,2.98694042983487e-05,2.43317875480812e-05,"8910/960/3696/7402/8829/9448/1021/2824/5295/56477/4763/342184/25/23499/7414/5747/9723/3694/54828/3791/83700/5921/23332/4289/948/3688/22998/7010/23603/3690/4088/1435/5590/11093/25992/2523/1020/100126351/6614/8174/3682/10232",42
"GO:0032956","regulation of actin cytoskeleton organization","56/1386","365/18903",1.06949302722128e-07,3.43426094296612e-05,2.7975686027841e-05,"6711/4233/8829/10602/136319/27067/22836/399/4853/11214/7114/2824/5295/9037/10788/9886/961/4739/342184/25/55604/23189/9723/10565/54828/83700/27302/5921/23332/2150/5581/29766/22998/4916/51429/4070/7010/3690/2909/4088/9353/51571/80206/7168/55243/2475/10458/114822/50944/85358/1020/5345/23580/7481/246/256949",56
"GO:0042060","wound healing","64/1386","442/18903",1.21297413081488e-07,3.68999498742631e-05,3.00589101780329e-05,"960/9162/131566/667/302/57591/26509/221037/2737/4853/4638/4763/2776/9076/5912/23499/23189/7414/5873/5747/3694/5270/10565/3791/7042/23332/948/2150/5581/59/196527/6558/3569/3688/5547/2131/4627/4921/7128/3690/5467/2909/4088/8840/5578/7168/2475/6556/10398/64094/5339/11093/6469/23513/1609/151/53905/5345/81029/9066/246/171389/645027/83481",64
"GO:0008361","regulation of cell size","35/1386","183/18903",1.37906282743563e-07,3.98549157128898e-05,3.24660422479978e-05,"10512/8829/136319/3575/9037/57609/3778/25/23499/4131/9723/4897/22902/4478/5048/57698/196527/6558/9821/2258/57142/84561/2909/10371/627/9175/2475/23108/9368/85358/5979/54910/1020/7473/11194",35
"GO:0007015","actin filament organization","65/1386","454/18903",1.47645554101562e-07,4.06376810812871e-05,3.31036873932976e-05,"6711/4643/4233/8829/10602/136319/22836/399/7114/5295/9037/800/10788/9886/961/4739/342184/25/55604/23189/10565/22902/4082/9124/2195/5921/23332/57698/2150/5581/29766/22998/51429/4430/4070/23603/2909/4088/90550/9353/51571/80206/57553/1729/7168/55243/2475/10458/11133/5339/339768/9051/114822/79778/50944/85358/79816/5345/147872/23580/7481/246/133522/256949/83715",65
"GO:0051962","positive regulation of nervous system development","46/1386","279/18903",1.76507507166473e-07,4.63733359737371e-05,3.77759846677337e-05,"22871/5803/8829/22891/27067/3556/4124/2737/9037/7052/5583/23499/4131/5270/22902/26230/5048/57698/27020/644943/3569/3688/140578/9353/3066/627/3553/1959/9175/27286/2475/4915/5605/816/10458/6469/85358/3706/1636/23654/575/9001/7473/94030/375790/7161",46
"GO:0044089","positive regulation of cellular component biogenesis","69/1386","498/18903",2.19040382928013e-07,5.50458005793007e-05,4.48406239284669e-05,"22871/51196/57451/23514/4233/8829/10602/27067/3556/9448/96459/5295/324/961/9076/342184/25/55626/55604/5305/4131/1015/4926/54828/3791/4478/50807/57600/23332/948/2150/3958/5581/22998/51375/51429/7010/153241/2909/4088/26053/6101/627/5578/7168/27286/25782/55243/2475/55755/4915/261734/10458/9696/3064/5345/23580/11076/53407/64787/575/7481/9001/94030/246/9780/5064/997/375790",69
"GO:0030900","forebrain development","57/1386","383/18903",2.35442912239448e-07,5.65655018703634e-05,4.60785812905e-05,"6506/8828/55122/8829/3480/2737/1021/57688/9037/27086/114327/6658/4781/1600/4763/22903/306/9723/5915/5048/3624/2146/2131/23236/657/2258/57142/9201/54149/153241/2909/10579/10371/1767/493/9353/4983/1956/9095/4915/6531/7477/26038/478/6469/85358/2523/1020/3625/6497/340260/9001/5626/1943/8022/83696/10460",57
"GO:0090130","tissue migration","56/1386","374/18903",2.44660475217835e-07,5.65655018703634e-05,4.60785812905e-05,"8828/9734/4233/8829/2113/9448/9314/3725/7114/9037/27086/4763/9404/25/306/23499/23189/5747/54828/3791/57608/7042/27302/23332/168667/5581/59/79977/3688/4163/5547/4627/8766/3146/57142/4070/7010/23603/152007/3690/5467/493/9353/5578/27286/2475/64094/2523/100126351/619552/575/57449/9922/11156/2324/83481",56
"GO:0010632","regulation of epithelial cell migration","47/1386","292/18903",2.70185194233653e-07,6.0064247025789e-05,4.89286791015032e-05,"8828/9734/4233/8829/2113/9448/9314/3725/7114/9037/27086/4763/25/306/23499/5747/54828/3791/57608/7042/27302/23332/168667/5581/4163/5547/8766/3146/57142/4070/7010/23603/152007/3690/493/9353/5578/27286/2475/64094/2523/100126351/619552/575/9922/2324/83481",47
"GO:0010810","regulation of cell-substrate adhesion","39/1386","222/18903",2.83723249103646e-07,6.0737791845151e-05,4.94773525629868e-05,"7402/6695/8829/9448/1021/6789/2824/5295/56477/4763/4739/342184/25/55604/23499/23189/7414/5747/9723/54828/3791/5921/23332/948/5581/22998/25890/4070/7010/23603/81/3690/4088/2651/1435/5590/2523/100126351/246",39
"GO:0050769","positive regulation of neurogenesis","40/1386","231/18903",2.97424020260765e-07,6.13968156109723e-05,5.00141970912182e-05,"5803/8829/22891/27067/4124/2737/9037/7052/5583/23499/4131/5270/22902/26230/5048/57698/27020/644943/3569/3688/140578/9353/3066/627/3553/1959/9175/2475/4915/5605/816/10458/6469/85358/3706/1636/23654/9001/7473/7161",40
"GO:0090132","epithelium migration","55/1386","369/18903",3.63396066101015e-07,7.2390217612786e-05,5.89694852270974e-05,"8828/9734/4233/8829/2113/9448/9314/3725/7114/9037/27086/4763/9404/25/306/23499/23189/5747/54828/3791/57608/7042/27302/23332/168667/5581/79977/3688/4163/5547/4627/8766/3146/57142/4070/7010/23603/152007/3690/5467/493/9353/5578/27286/2475/64094/2523/100126351/619552/575/57449/9922/11156/2324/83481",55
"GO:0060560","developmental growth involved in morphogenesis","40/1386","233/18903",3.75727773076744e-07,7.2390217612786e-05,5.89694852270974e-05,"10512/8828/374/8829/9863/344901/9037/57609/342184/25/23499/4131/7414/9723/4897/22902/5048/57698/9962/3688/6586/2131/2258/57142/9201/65059/26053/10371/9353/627/1435/9175/5590/7477/6469/54910/1020/59284/7481/7473",40
"GO:0001503","ossification","61/1386","429/18903",4.52212303934293e-07,8.43157134432327e-05,6.86840623259114e-05,"860/374/29887/2737/861/1021/8626/344901/51232/2824/3371/4763/8321/25937/5747/55603/285313/27044/1009/7042/196527/653/3569/4664/1655/2131/657/1591/4921/4088/8840/5087/202151/7123/340419/1956/22856/1959/222663/1435/1462/11173/4920/5745/4880/4041/2194/7477/6469/6256/6497/6261/10272/7481/147111/64096/7473/246/4037/133522/1050",61
"GO:0010634","positive regulation of epithelial cell migration","33/1386","176/18903",5.01129579692793e-07,9.05165303320107e-05,7.37352832225613e-05,"8828/9734/4233/8829/2113/9448/3725/7114/9037/27086/25/306/5747/54828/3791/57608/7042/23332/5581/8766/3146/57142/7010/152007/3690/5578/27286/2475/64094/2523/100126351/9922/2324",33
"GO:1990778","protein localization to cell periphery","51/1386","337/18903",6.01566565587843e-07,0.000105365295427204,8.58311721810024e-05,"6711/9482/63971/23043/10550/288/5295/8301/2181/5583/23499/23167/10098/367/4926/102/4905/5780/55690/392509/54585/3958/5581/6616/23136/3688/2903/2258/8766/493/1956/90196/5590/10966/126353/79651/9368/30818/23513/1020/27237/4884/59284/27065/85409/2905/5064/286753/11187/20/10815",51
"GO:0048675","axon extension","26/1386","122/18903",6.40340433411718e-07,0.000106080057794609,8.64134216928219e-05,"10512/8828/8829/9037/57609/25/23499/4131/7414/9723/4897/22902/5048/57698/3688/6586/57142/9201/65059/26053/10371/9353/9175/54910/1020/7473",26
"GO:0010631","epithelial cell migration","54/1386","366/18903",6.42353291143825e-07,0.000106080057794609,8.64134216928219e-05,"8828/9734/4233/8829/2113/9448/9314/3725/7114/9037/27086/4763/9404/25/306/23499/23189/5747/54828/3791/57608/7042/27302/23332/168667/5581/3688/4163/5547/4627/8766/3146/57142/4070/7010/23603/152007/3690/5467/493/9353/5578/27286/2475/64094/2523/100126351/619552/575/57449/9922/11156/2324/83481",54
"GO:0043087","regulation of GTPase activity","55/1386","376/18903",6.699106488415e-07,0.00010755787639733,8.76172611774278e-05,"1123/858/57568/4233/9448/8301/10788/4763/4739/2889/7052/8412/5747/10565/54828/26230/11069/50807/5048/5921/2150/2146/3688/23216/4916/51429/8853/9411/55619/23603/2909/11138/128637/25782/2475/4915/29/23108/10297/201176/23513/27237/221002/57533/11033/374403/5657/23654/7481/23526/255426/9922/375790/23677/26086",55
"GO:0050767","regulation of neurogenesis","55/1386","377/18903",7.29740609713566e-07,0.000113997316868768,9.28628662090691e-05,"5803/10512/302/8829/22891/27067/4124/2737/9037/1600/4763/57609/7052/5583/23499/4131/9723/5270/22902/26230/5048/57698/27020/2146/644943/3569/3688/4916/657/2258/57142/140578/10371/9353/3066/627/3553/1959/9175/2475/4915/5605/816/10458/6469/85358/54910/1020/3706/6497/1636/23654/9001/7473/7161",55
"GO:0051960","regulation of nervous system development","63/1386","456/18903",8.11841714557215e-07,0.000123485397635282,0.000100591911058571,"22871/5803/10512/302/8829/22891/27067/3556/4124/2737/9037/1600/4763/57609/7052/5583/23499/4131/9723/5270/22902/26230/5048/57698/27020/56288/2146/644943/3569/3688/4916/657/2258/57142/140578/10371/9353/3066/627/3553/1959/9175/27286/2475/4915/5605/816/10458/6469/85358/54910/1020/3706/6497/11076/1636/23654/575/9001/7473/94030/375790/7161",63
"GO:0048638","regulation of developmental growth","50/1386","332/18903",8.96022208601998e-07,0.000132795086300501,0.000108175636682233,"6788/10512/8829/861/6789/344901/9037/27086/79068/57609/25/23286/23499/4131/367/9723/4897/22902/5048/6774/27302/80014/57698/9962/3720/23236/8879/657/2258/57142/9686/7490/5467/10371/627/1435/9175/26524/6531/4880/2593/1482/54910/1020/59284/7473/375790/7161/1852/83481",50
"GO:0050770","regulation of axonogenesis","30/1386","156/18903",9.38041762738889e-07,0.000135547034715769,0.000110417389598186,"1123/10512/8829/57689/9037/1600/57609/23499/4131/9723/22902/26230/5048/57698/2258/57142/140578/2909/10371/9353/627/9175/4915/5605/5979/54910/1020/23654/7473/9024",30
"GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","56/1386","390/18903",9.711735983907e-07,0.000136911790212152,0.000111529127229823,"3696/860/6711/9315/858/200734/9372/9863/4853/3725/51232/51496/8321/25937/9404/25/57552/5747/4926/3694/3791/7042/6774/27302/168667/3624/653/9688/1655/2200/2131/51742/657/23213/2033/65997/4088/2734/3066/2651/222663/26524/23090/94031/100507588/25855/6469/63976/3625/6497/10272/23144/375616/286204/348093/390598",56
"GO:0048762","mesenchymal cell differentiation","41/1386","252/18903",1.1562867876468e-06,0.000159127086490441,0.000129625834615142,"10512/8828/8829/200734/6772/9037/25937/5747/9723/7042/23332/6934/2146/653/3569/1655/2131/657/57142/23603/152007/4088/10371/202151/3066/3553/2651/65979/2475/140628/5076/100507588/6469/5979/54910/4902/55698/7481/286204/3249/6899",41
"GO:0099173","postsynapse organization","31/1386","166/18903",1.20404146930238e-06,0.000161845574245762,0.000131840330286158,"22871/8828/8829/22891/27067/3556/3480/4739/102/4897/5048/9419/4916/55619/9722/85461/4983/26115/816/10458/9762/9379/547/50944/85358/1020/3706/4884/22941/84628/94030",31
"GO:0045165","cell fate commitment","44/1386","282/18903",1.53082586422276e-06,0.000201094852163808,0.000163813016523168,"860/8829/2737/9314/4853/639/57459/324/367/3791/6774/6913/6934/3569/3688/56603/4916/2131/657/2258/7490/3066/9095/2475/26524/6929/140628/23040/5076/10297/30012/7477/10660/1482/161882/6469/9496/81029/25803/347853/7481/7473/8022/6899",44
"GO:0016358","dendrite development","39/1386","237/18903",1.56851597906958e-06,0.000201467163533826,0.000164116303494228,"22871/4734/6383/8829/23043/22891/27067/8301/473/1600/5597/22903/25/4131/4205/50807/5048/2146/653/3688/55619/3918/9201/54149/10371/3066/26115/816/51412/10458/9762/547/50944/85358/1020/3706/9922/26012/85442",39
"GO:0043547","positive regulation of GTPase activity","44/1386","283/18903",1.68676148301757e-06,0.000211945247213947,0.000172651810378435,"1123/858/57568/9448/8301/4763/4739/2889/7052/8412/54828/26230/11069/50807/5921/2150/2146/3688/23216/4916/51429/8853/9411/55619/23603/2909/11138/128637/29/23108/10297/201176/23513/27237/221002/57533/11033/374403/5657/7481/23526/255426/9922/375790",44
"GO:0014902","myotube differentiation","26/1386","129/18903",1.96133323433812e-06,0.000241202257329242,0.000196484738123056,"92737/9734/858/26509/8038/824/1794/3688/56603/4627/85461/405754/1827/627/64754/2475/5339/1482/6469/6497/6261/92304/8912/575/9780/6899",26
"GO:0060485","mesenchyme development","47/1386","313/18903",2.05354299385622e-06,0.000243784439850644,0.000198588198771067,"10512/8828/8829/200734/6772/9037/25937/5747/9723/60412/7042/23332/6934/59/2146/653/3569/1655/2131/657/57142/54796/23603/152007/7490/4088/10371/202151/3066/3553/2651/65979/2475/140628/5076/100507588/9421/1482/6469/5979/54910/4902/55698/7481/286204/3249/6899",47
"GO:0002064","epithelial cell development","36/1386","213/18903",2.06668469769577e-06,0.000243784439850644,0.000198588198771067,"4643/4233/23022/1021/9863/8626/4853/639/9076/2889/2317/7414/367/5915/3791/2195/4478/231/2150/59/653/79977/5144/23236/51742/122786/171023/3553/128637/5339/2194/7477/81029/25803/80781/1050",36
"GO:0022612","gland morphogenesis","25/1386","123/18903",2.61568721144747e-06,0.000302373441643327,0.000246315134669569,"10512/374/8829/2908/2737/8626/4853/3371/4781/7052/367/4478/7042/3569/23213/7128/1956/1435/4041/9368/6469/23513/5626/1396/3249",25
"GO:0048813","dendrite morphogenesis","27/1386","140/18903",3.05283193060286e-06,0.000345987618801657,0.000281843492788165,"22871/4734/6383/8829/23043/22891/27067/8301/473/22903/4205/5048/3688/55619/9201/10371/26115/816/10458/9762/547/50944/85358/1020/3706/26012/85442",27
"GO:0007009","plasma membrane organization","30/1386","166/18903",3.58529869730375e-06,0.0003942415849197,0.000321151449525737,"81671/6711/858/302/26509/288/5788/367/11252/50807/4905/7042/196527/79628/57047/23136/51429/4627/79400/81035/356/10458/9368/5339/9381/10347/50636/9066/53947/338440",30
"GO:0099175","regulation of postsynapse organization","20/1386","87/18903",3.61501799320832e-06,0.0003942415849197,0.000321151449525737,"22871/8828/27067/3556/4739/4897/5048/9419/4916/85461/26115/816/10458/9762/547/85358/1020/3706/4884/94030",20
"GO:0051146","striated muscle cell differentiation","44/1386","293/18903",4.29813514804406e-06,0.000460059651031382,0.000374767222557526,"92737/9734/858/136319/26509/9474/11214/27086/8038/824/5915/1794/4205/27302/29766/2146/3688/56603/657/4627/64208/85461/7490/405754/1827/627/80206/64754/7168/2475/10398/5339/1482/6469/6497/6261/11155/92304/8912/575/9780/84033/7140/6899",44
"GO:0048863","stem cell differentiation","39/1386","248/18903",4.87764521274079e-06,0.000512596169629851,0.000417563771035207,"860/10512/8828/22823/8829/1021/8626/57459/9037/8321/5788/25/9723/7042/6774/124540/2146/3688/3720/2131/657/4070/23603/10371/399694/3066/65979/55818/5076/1482/83959/6469/5979/54910/4902/55698/1636/7473/6899",39
"GO:1901888","regulation of cell junction assembly","34/1386","204/18903",5.39410407751577e-06,0.000551209248008874,0.000449018205489655,"22871/8829/27067/3556/9448/2824/8321/9076/342184/25/2889/5583/23499/7414/5747/54828/3791/23332/22998/4916/7010/23603/4088/627/3553/27286/4915/261734/4884/84628/1636/575/94030/375790",34
"GO:0050808","synapse organization","58/1386","432/18903",5.43580054264807e-06,0.000551209248008874,0.000449018205489655,"22871/4734/92737/323/8828/8829/22891/27067/3556/3480/288/57689/3371/8321/4739/7534/25/4131/9723/102/4897/5048/9419/27020/4916/2258/55619/9722/85461/4983/4774/627/1006/27286/4915/26115/10882/816/10458/9762/9379/7477/54549/547/50944/85358/1020/3706/285489/392617/4884/22941/84628/23654/575/94030/5064/375790",58
"GO:0010720","positive regulation of cell development","45/1386","307/18903",6.42253839117016e-06,0.000640039170706268,0.000521379568488279,"5803/8829/22891/27067/4124/2737/9037/4739/25/55604/7052/5583/23499/4131/5270/22902/26230/5048/57698/27020/644943/3569/3688/140578/3690/9353/3066/627/3553/1959/9175/2475/4915/5605/816/10458/6469/85358/5979/3706/1636/23654/9001/7473/7161",45
"GO:0050679","positive regulation of epithelial cell proliferation","36/1386","224/18903",6.77268759495946e-06,0.000663493801675689,0.000540485845000065,"860/8828/858/374/8829/8626/4853/3725/9037/4763/3915/9076/367/3791/57608/6774/6934/653/255324/657/3146/57142/7010/7128/3690/1956/5578/5076/1482/6469/3167/51162/3249/6899/2324/441478",36
"GO:0035418","protein localization to synapse","17/1386","69/18903",7.11471996520609e-06,0.000674148875391659,0.000549165528979583,"22871/27067/102/6616/2903/8766/5590/10458/9379/50944/23513/1020/4884/59284/27065/2905/10815",17
"GO:0150116","regulation of cell-substrate junction organization","17/1386","69/18903",7.11471996520609e-06,0.000674148875391659,0.000549165528979583,"8829/9448/2824/5295/342184/25/23499/7414/5747/54828/3791/23332/22998/7010/23603/4088/9922",17
"GO:1990138","neuron projection extension","30/1386","172/18903",7.51649900621087e-06,0.000700731681546755,0.000570820034885929,"10512/8828/8829/344901/9037/57609/25/23499/4131/7414/9723/4897/22902/5048/57698/9962/3688/6586/57142/9201/65059/26053/10371/9353/9175/5590/54910/1020/59284/7473",30
"GO:0007517","muscle organ development","49/1386","348/18903",7.88156404281859e-06,0.000723102224880816,0.000589043207410652,"8910/92737/7402/9734/858/84159/136319/4638/4763/8321/2115/2317/4205/7042/27302/3131/3688/56603/1655/657/2033/64208/140578/7490/79810/4088/56704/1827/1959/7168/51111/5081/5339/9421/10660/1482/161882/6469/1020/6497/6261/4634/53834/8912/575/1120/100128927/1144/6899",49
"GO:0001954","positive regulation of cell-matrix adhesion","15/1386","56/18903",8.14564403561579e-06,0.000735653476966551,0.000599267529133379,"7402/8829/9448/1021/56477/342184/25/3791/948/7010/3690/4088/1435/5590/2523",15
"GO:0001655","urogenital system development","50/1386","360/18903",9.38090609666208e-06,0.000834179034441644,0.000679527011665903,"51196/4643/84159/8829/2737/163/9863/8626/4853/6772/639/3371/4763/25937/9955/342184/5618/367/5915/7042/231/27302/168667/8549/59/56603/2200/2131/8879/23213/7849/4070/7010/7490/3690/79810/4088/171023/9353/5087/4774/10758/5076/7477/6469/5979/1636/7481/1396/7161",50
"GO:0021537","telencephalon development","39/1386","255/18903",9.57488232523902e-06,0.000834631476240852,0.000679895573342803,"6506/55122/3480/2737/1021/57688/27086/114327/4781/1600/4763/22903/306/5915/5048/3624/2146/2131/23236/2258/57142/153241/10579/10371/1767/493/9353/1956/4915/478/6469/85358/2523/1020/6497/340260/1943/83696/10460",39
"GO:0031098","stress-activated protein kinase signaling cascade","38/1386","246/18903",9.81511060540855e-06,0.000834631476240852,0.000679895573342803,"9867/6788/23043/3480/9448/10550/54986/29969/11143/4216/5048/7042/4281/153769/2150/7164/51284/23008/23236/9821/3146/27347/4088/10371/10392/401265/1956/51776/222643/3553/9175/5605/7477/54910/5345/3965/1852/2324",38
"GO:0022604","regulation of cell morphogenesis","45/1386","312/18903",9.81919383812767e-06,0.000834631476240852,0.000679895573342803,"960/8829/10602/27067/22836/399/344901/114793/9886/4739/25/55604/23499/23268/23189/5747/9723/4651/3791/4478/5048/5921/4289/9962/23136/4627/4070/23603/81/3690/2909/157285/1729/9175/7168/816/10458/9368/3706/23580/59284/84628/23654/5064/3249",45
"GO:0016049","cell growth","63/1386","493/18903",1.08991658161056e-05,0.000913002585754932,0.000743737127314116,"10512/51196/8828/131566/6695/8829/136319/11214/344901/2697/817/3371/9037/27086/57609/25/23499/11143/4131/7414/9723/102/4897/5270/79109/22902/5048/7042/27302/57698/9962/3624/23136/3688/7003/6586/2023/2131/2258/57142/9201/9686/7490/65059/5467/4088/26053/10371/9353/1956/627/2137/9175/2475/5590/54910/1020/59284/92304/7481/7473/23677/3249",63
"GO:0150115","cell-substrate junction organization","21/1386","101/18903",1.11952183845423e-05,0.00092440517518078,0.000753025741865531,"667/8829/9448/2824/5295/3915/342184/25/23499/7414/5747/54828/3791/23332/22998/7010/23603/3690/4088/5339/9922",21
